recipe_name,prep_time,cook_time,total_time,ingredients_list,direction_list,calories,grams_of_fat,grams_of_carbs,grams_of_protein
Perfectly Moist Irish Wheaten Bread,15 mins, 1 hr, 1 hr 15 mins,"cooking spray,whole wheat flour,bread flour,white sugar, divided,salt,baking soda,margarine,buttermilk,vegetable oil,buttermilk"," Preheat the oven to 400 degrees F (200 degrees C). Spray a shallow baking pan with cooking spray.
, Sift both flours, 2 teaspoons sugar, salt, and baking soda together into a bowl. Cut in margarine until mixture resembles coarse crumbs. Make a well in the center of the mixture and pour in 2 cups buttermilk and oil; stir with a spatula until dry mixture is completely moistened.
, Transfer dough to a lightly floured surface and knead gently for no more than 1 minute. Place dough into the prepared pan; pat down and around to form a round loaf. Cut a cross in the top of the loaf with your finger. Brush the top with 1 tablespoon buttermilk, then sprinkle with 1 teaspoon sugar.
, Bake in the preheated oven for 30 minutes. Reduce the heat to 375 degrees F (190 degrees C), then rotate the pan and bake for 30 more minutes. Remove from the oven and let cool on a wire rack before slicing.
",225,11g ,28g ,6g 
Honey Whole Wheat Bread,5 mins, 3 hrs, 3 hrs 5 mins,"warm water (110 degrees F/45 degrees C),honey,vegetable oil,whole wheat flour,bread flour,salt,active dry yeast"," Place water, honey, oil, whole wheat flour, bread flour, salt, then yeast into a bread machine in the order listed, or follow the order recommended by the manufacturer if different.
, Run Whole Wheat cycle, light color setting.
, Remove loaf from the machine after the cycle is done, about 3 hours.
",180,4g ,33g ,5g 
Irish Brown Soda Bread,15 mins,30 mins,45 mins,"whole wheat flour,bread flour,rolled oats,baking soda,salt,buttermilk"," Preheat the oven to 425 degrees F (220 degrees C). Lightly grease two baking sheets.
, Mix whole wheat flour, bread flour, rolled oats, baking soda, and salt together in a large bowl. Gently mix in buttermilk until a soft dough is formed; knead very lightly. Divide dough into 4 pieces; form into rounded flat loaves. Mark each loaf with an ""X"" and place on the prepared baking sheets.
, Bake in the preheated oven until golden brown and the loaves sound hollow when tapped on the bottom, about 30 to 45 minutes.
",206,2g ,41g ,9g 
Amazing Whole Wheat Pizza Crust,25 mins, 1 hr 55 mins, 2 hrs 20 mins,"warm water (110 degrees F/45 degrees C),white sugar,active dry yeast,olive oil,salt,whole wheat flour,all-purpose flour"," Pour warm water into a large bowl; stir in sugar to dissolve. Sprinkle yeast on top and let stand until foamy, about 10 minutes.
,Dotdash Meredith Food Studios, Stir olive oil and salt into yeast mixture; mix in whole wheat flour and 1 cup all-purpose flour until dough starts to come together.
,Dotdash Meredith Food Studios, Turn dough out onto a surface floured with remaining all-purpose flour; knead until all of the flour has been absorbed and dough becomes smooth, about 10 minutes.
,Dotdash Meredith Food Studios, Place dough in an oiled bowl and turn to coat the surface. Cover loosely with a towel; let stand in a warm place until doubled in size, about 1 hour.
,Dotdash Meredith Food Studios, Turn dough out onto a lightly floured surface; divide into 2 pieces for 2 thin crusts, or leave whole to make one thick crust.
, Form dough into a tight ball; place dough back into an oiled bowl and turn to coat the surface. Cover loosely with a towel; let stand in a warm place until doubled in size, about 45 minutes.
, Grease a large pizza pan. Roll a ball of dough with a rolling pin until it will not stretch any further. Then, drape it over both of your fists, and gently pull the edges outward, while rotating crust. When the circle has reached the desired size, place on the prepared pizza pan.
,Dotdash Meredith Food Studios, Bake with sauce, cheese and toppings.
,DOTDASH MEREDITH FOOD STUDIOS ",167,2g ,33g ,6g 
Quick Whole Wheat Chapati,10 mins,10 mins,20 mins,"whole wheat flour,salt,water"," Mix flour and salt together in a bowl. Stir in water to form a soft dough.
, Turn dough out onto a lightly floured work surface and knead several times. Divide into 8 pieces and roll each into a ball. Roll each ball into a very thin round using a rolling pin.
, Heat a griddle over medium-high heat. Cook each dough round on griddle until dough bubbles and blisters appear, about 2 minutes. Flip and cook until lightly browned on the other side.
",127,1g ,27g ,5g 
Sourdough Discard Waffles,15 mins,15 mins, 8 hrs,"sourdough starter,plain yogurt,all-purpose flour,brown sugar,egg,unsalted butter, melted and cooled,vanilla extract,baking soda,salt"," Combine sourdough starter and yogurt; stir in flour and brown sugar, stirring continuously until well combined. Cover batter; rest in the refrigerator, 8 hours to overnight.
, Preheat a waffle iron according to manufacturer's instructions.
, When you're ready to make waffles, beat egg in a large bowl; add melted butter and vanilla extract. Stir in baking soda and salt. Add sourdough mixture; stir until batter is well combined.
, Pour batter into waffle iron and cook until golden brown, about 3 minutes per waffle.
",378,14g ,49g ,12g 
Crustless Spinach Quiche,15 mins,35 mins,50 mins,"vegetable oil,onion, chopped,frozen chopped spinach - thawed, drained, and squeezed dry,eggs, beaten,salt,ground black pepper,shredded Muenster cheese"," Gather the ingredients. Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9-inch pie pan.
,AllRecipes / Ana Cadena, Heat oil in a large skillet over medium-high heat. Add onions and cook, stirring occasionally, until soft, about 3 minutes. Stir in spinach and continue to cook until excess moisture has evaporated.
,AllRecipes / Ana Cadena, Whisk together eggs, salt, and pepper in a large bowl. Add Muenster cheese and spinach mixture and stir until well blended.
,AllRecipes / Ana Cadena, Pour into the prepared pan.
,AllRecipes / Ana Cadena, Bake in the preheated oven until eggs have set, about 30 minutes.
,AllRecipes / Ana Cadena, Remove from the oven and let cool for 10 minutes before serving.
,AllRecipes / Ana Cadena, Serve hot and enjoy!
,AllRecipes / Ana Cadena",310,24g ,5g ,20g 
Zucchini Patties,15 mins,10 mins,25 mins,"grated zucchini,eggs, beaten,all-purpose flour,grated Parmesan cheese,shredded mozzarella cheese,chopped onion,salt to taste,vegetable oil"," Place zucchini, eggs, flour, Parmesan cheese, mozzarella cheese, onion, and salt in a medium bowl; stir until well combined.
, Heat oil in a skillet over medium-high heat.
, Scoop tablespoonfuls of zucchini mixture into hot oil and fry, working in batches, until golden brown, about 2 minutes per side.
",260,15g ,19g ,12g 
Quick and Easy Refried Beans,10 mins,10 mins,20 mins,"canola oil,garlic cloves, peeled,pinto beans,cumin,chili powder,salt to taste,lime, juiced"," Gather all ingredients.
,Dotdash Meredith Food Studios, Heat canola oil in a heavy skillet over medium heat.
, Cook garlic cloves in hot oil, turning once, until brown on both sides, 4 to 5 minutes. Smash garlic cloves in the skillet with a fork.
,Dotdash Meredith Food Studios, Stir pinto beans, cumin, chili powder, and salt into mashed garlic and cook until beans are thoroughly heated, about 5 minutes. Stir occasionally.
,Dotdash Meredith Food Studios, Smash bean mixture with a potato masher to desired texture. Squeeze lime juice over smashed beans and stir until combined.
,Dotdash Meredith Food Studios, Enjoy!
,Dotdash Meredith Food Studios",132,6g ,16g ,5g 
Air Fryer Asparagus,10 mins,10 mins,20 mins,"fresh asparagus, trimmed,avocado oil cooking spray,garlic powder,Himalayan pink salt,ground multi-colored peppercorns,red pepper flakes,freshly grated Parmesan cheese"," Gather all ingredients. Preheat the air fryer to 375 degrees F (190 degrees C). Line the basket with parchment paper.
,Dotdash Meredith Food Studios, Place asparagus spears in the prepared basket and mist with avocado oil. Sprinkle with garlic powder, salt, pepper, and pepper flakes. Top with Parmesan cheese.
,Dotdash Meredith Food Studios, Air-fry until asparagus spears start to char, 7 to 9 minutes.
,Dotdash Meredith Food Studios",94,3g ,10g ,9g 
Black Beans and Rice,5 mins,25 mins,30 mins,"olive oil,onion, chopped,garlic, minced,uncooked white rice,low sodium, low fat vegetable broth,canned black beans, drained,ground cumin,cayenne pepper"," Gather all ingredients.
,Dotdash Meredith Food Studios, Heat oil in a saucepan over medium-high heat. Add onion and garlic; cook and stir until onion has softened, about 4 minutes.
,Dotdash Meredith Food Studios, Stir in rice to coat; cook and stir for 2 minutes.
,Dotdash Meredith Food Studios, Add vegetable broth and bring to a boil. Cover, reduce to a simmer, and cook until liquid is absorbed, about 20 minutes.
,Dotdash Meredith Food Studios, Stir in beans, cumin, and cayenne; cook until beans are warmed through.
,Dotdash Meredith Food Studios, Serve and enjoy!
,Dotdash Meredith Food Studios",140,1g ,27g ,6g 
Taco Dip,10 mins,10 mins,25 ,"nonfat sour cream,cream cheese, softened,taco seasoning mix,iceberg lettuce - rinsed, dried, and shredded,shredded Cheddar cheese,chopped tomatoes,green bell pepper, chopped,black olives, drained"," Mix sour cream, cream cheese, and taco seasoning together in a medium bowl until smooth. Spread mixture in a 9- or 10-inch round serving dish.
, Top with shredded lettuce, then sprinkle Cheddar cheese, tomatoes, bell pepper, and black olives on top.
",78,5g ,5g ,3g 
Ukrainian Red Borscht Soup,25 mins,40 mins, 1 hr 5 mins,"pork sausage,beets, peeled and shredded,carrots, peeled and shredded,baking potatoes, peeled and cubed,cabbage, cored and shredded,diced tomatoes, drained,vegetable oil,onion, chopped,tomato paste,water, divided, or as needed,garlic, minced,white sugar, or to taste,salt and pepper to taste,sour cream, for topping,freshly chopped dill or parsley for garnish"," Gather all ingredients.
,Dotdash Meredith Food Studios, Crumble sausage into a skillet set over medium-high heat. Cook and stir until no longer pink. Remove from the heat and set aside.
,Dotdash Meredith Food Studios, Fill a large pot halfway with water (about 8 cups) and bring to a boil.
, Add sausage to pot, cover pot, and return to a boil. Add beets and simmer for 10 minutes. Add carrots and potatoes and continue to cook until potatoes are tender, about 10 minutes more. Stir in cabbage and tomatoes.
,Dotdash Meredith Food Studios, Heat oil in a skillet over medium heat. Add onion and cook until tender. Stir in tomato paste and remaining 3/4 cup water until well blended; transfer to the pot.
,Dotdash Meredith Food Studios, Add garlic to the soup, cover, and turn off the heat. Let stand 5 minutes. Stir in sugar and season with salt and pepper.
,Dotdash Meredith Food Studios, Ladle into serving bowls. Garnish with sour cream and dill. Enjoy!
,Dotdash Meredith Food Studios",257,14g ,24g ,10g 
Simple Artichoke Dip,5 mins,20 mins,25 mins,"artichoke hearts, drained and chopped,mayonnaise,grated Parmesan cheese"," Preheat the oven to 375 degrees F (190 degrees C).
, Mix artichoke hearts, mayonnaise, and Parmesan cheese together in a bowl until well combined. Spread mixture in a 9x13-inch baking dish.
, Bake in the preheated oven until bubbly and golden brown, about 15 to 20 minutes.
",293,28g ,5g ,6g 
Churros,10 mins,10 mins,20 mins,"water,white sugar,salt,vegetable oil,all-purpose flour,oil for frying,white sugar, or to taste,ground cinnamon"," Gather all ingredients.
,Allrecipes/Diana Chistruga, Combine water, 2 ½ tablespoons sugar, salt, and 2 tablespoons vegetable oil in a small saucepan and place over medium heat. Bring to a boil and remove from the heat.
,Allrecipes/Diana Chistruga, Stir in flour, stirring until mixture forms a ball.
,Allrecipes/Diana Chistruga, Heat oil for frying in a deep fryer or deep pot to 375 degrees F (190 degrees C). Transfer dough to a sturdy pastry bag fitted with a medium star tip.
,Allrecipes/Diana Chistruga, Carefully pipe a few 5- to 6-inch strips of dough into the hot oil; work in batches so you don't crowd the fryer.
,Allrecipes/Diana Chistruga, Cook until golden; use a spider or slotted spoon to transfer churros to paper towels to drain.
,Allrecipes/Diana Chistruga, Combine 1/2 cup sugar and cinnamon. Roll drained churros in cinnamon and sugar mixture.
,Allrecipes/Diana Chistruga",364,14g ,57g ,3g 
